trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.3530494381071922, 'e': 0.19908866018428373}",35,0,-18.24694495356338,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",1
175,False,"{'a': 0.3523440448593567, 'e': 0.1978161114414182}",30,1,-0.4993914394535679,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1
176,False,"{'a': 0.35164006098817047, 'e': 0.1965497005274336}",25,14,7.858566236628793,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.350937483677697, 'e': 0.19528942337473987}",25,0,33.7572750119465,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.3502363101176262, 'e': 0.19403527556439903}",20,7,-3.3817425348807886,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.34953653750326286, 'e': 0.1927872523299875}",20,16,6.228830366934556,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.3488381630355155, 'e': 0.19154534856146743}",30,19,6.279072582044108,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.3481411839208855, 'e': 0.1903095588090703}",25,18,9.801822812741957,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.3474455973714553, 'e': 0.18907987728718922}",20,0,6.438000125372236,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.3467514006048779, 'e': 0.18785629787828084}",20,9,23.060554774739344,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3460585908443652, 'e': 0.1866388141367734}",25,0,-20.01052435004341,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
185,False,"{'a': 0.34536716531867734, 'e': 0.18542741929298223}",20,16,9.16329637760473,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.3446771212621112, 'e': 0.18422210625703128}",20,0,33.44779105269135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.34398845591448973, 'e': 0.18302286762277786}",20,12,-29.105331520062805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.3433011665211505, 'e': 0.18182969567174323}",20,9,-2.1443332418783427,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.34261525033293516, 'e': 0.18064258237704411}",25,19,-2.2822188032752972,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.3419307046061779, 'e': 0.1794615194073267}",20,8,-1.8414852283837022,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.34124752660269503, 'e': 0.17828649813070296}",20,13,17.01250969126688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.34056571358977356, 'e': 0.17711750961868455}",20,2,-5.128351952542918,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.3398852628401605, 'e': 0.17595454465011862}",20,0,33.09279113330378,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.339206171632052, 'e': 0.1747975937151207}",20,13,-28.222564983209775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.3385284372490823, 'e': 0.173646647019005}",20,0,-14.391786450048215,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
196,False,"{'a': 0.337852056980313, 'e': 0.17250169448621222}",20,0,16.73197043552546,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.3371770281202221, 'e': 0.17136272576423262}",25,11,11.290450220781395,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.3365033479686932, 'e': 0.1702297302275253}",25,16,15.722204370502222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.3358310138310049, 'e': 0.1691026969814301}",20,11,7.754300340676589,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.33516002301781966, 'e': 0.16798161486607555}",25,16,14.199811223626806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.33449037284517336, 'e': 0.16686647246027697}",30,15,8.161875827731269,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.33382206063446446, 'e': 0.16575725808542907}",25,6,25.981634310523603,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.3331550837124432, 'e': 0.16465395980938824}",20,16,9.46471030934089,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.33248943941120096, 'e': 0.1635565654503469}",25,12,19.86658342363211,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.3318251250681597, 'e': 0.16246506258069615}",20,0,-2.74606064776473,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
206,False,"{'a': 0.3311621380260611, 'e': 0.16137943853087977}",20,6,-1.1153525055278646,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.3305004756329562, 'e': 0.1602996803932356}",25,11,14.756709128578603,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.3298401352421945, 'e': 0.15922577502582447}",35,4,24.56305171160433,"{0: 28, 1: 1, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.3291811142124136, 'e': 0.15815770905624826}",20,12,2.6945565202086676,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.3285234099075284, 'e': 0.15709546888545267}",20,1,18.186975466319634,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.3278670196967209, 'e': 0.15603904069151753}",25,7,25.6945227002066,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.3272119409544293, 'e': 0.1549884104334317}",30,10,6.823707700731147,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.3265581710603378, 'e': 0.1539435638548543}",25,7,32.013355821925224,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.325905707399366, 'e': 0.15290448648785826}",20,0,-16.793990026896168,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
215,False,"{'a': 0.32525454736165826, 'e': 0.1518711636566593}",30,21,14.762400870884033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.3246046883425737, 'e': 0.15084358048132773}",25,10,20.401736089041645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.3239561277426753, 'e': 0.14982172188148302}",30,4,38.81994295105569,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.3233088629677198, 'e': 0.1488055725799704}",35,0,26.894496260619487,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.3226628914286473, 'e': 0.14779511710651905}",20,6,26.185685123874737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3220182105415707, 'e': 0.14679033980138234}",20,11,17.14911599025592,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3213748177277656, 'e': 0.14579122481895845}",25,20,7.07312877353554,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.3207327104136599, 'e': 0.14479775613139056}",20,0,26.644301529102762,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.32009188603082356, 'e': 0.143809917532148}",25,11,26.211441701034435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.3194523420159581, 'e': 0.1428276926395866}",20,14,-0.4460116561049561,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.31881407581088667, 'e': 0.1418510649004877}",25,20,11.990364679442198,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.31817708486254354, 'e': 0.14088001759357582}",30,22,11.422982926683131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.31754136662296406, 'e': 0.13991453383301455}",25,14,19.445555801960225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.3169069185492745, 'e': 0.13895459657188147}",30,0,27.54291867720498,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.3162737381036817, 'e': 0.13800018860561802}",25,19,3.5606488424424576,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.315641822753463, 'e': 0.13705129257545956}",30,12,20.704896964438927,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.31501116997095613, 'e': 0.13610789097183962}",20,10,16.369079207947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.3143817772335492, 'e': 0.13516996613777166}",25,17,15.385436836261118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.31375364202367034, 'e': 0.13423750027220738}",30,16,-20.790937135641755,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.31312676182877797, 'e': 0.1333104754333705}",30,21,3.5195703538305763,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.3125011341413504, 'e': 0.1323888735420654}",25,13,7.384879314490876,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.311876756458876, 'e': 0.1314726763849623}",25,16,-4.4255344885679735,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.31125362628384334, 'e': 0.13056186561785588}",20,12,14.785016065531009,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3106317411237308, 'e': 0.12965642276890055}",25,11,28.86361377436768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.31001109849099695, 'e': 0.12875632924181823}",20,14,8.817508843051684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3093916959030704, 'e': 0.1278615663190813}",30,10,29.173956703973943,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.30877353088234, 'e': 0.1269721151650699}",20,16,6.060299162347275,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.30815660095614483, 'e': 0.1260879568292026}",25,13,25.947685030567715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.30754090365676434, 'e': 0.12520907224903988}",20,7,25.895717284715868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.30692643652140855, 'e': 0.12433544225336302}",25,12,-27.546363681315043,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.30631319709220806, 'e': 0.12346704756522409}",30,18,10.364205420156484,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.30570118291620435, 'e': 0.12260386880496976}",25,20,9.579433835148784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3050903915453399, 'e': 0.12174588649323892}",25,16,15.481923149798797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.3044808205364484, 'e': 0.1208930810539316}",25,20,10.873389594023847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.3038724674512451, 'e': 0.12004543281715074}",20,0,12.761467650723286,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.3032653298563167, 'e': 0.11920292202211769}",30,18,-23.79755406520827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.30265940532311214, 'e': 0.11836552882005758}",20,12,12.010579279921396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.30205469142793234, 'e': 0.11753323327706}",25,5,25.251541894999566,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.30145118575192104, 'e': 0.11670601537690917}",30,19,22.311523729016606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.3008488858810547, 'e': 0.11588385502388743}",20,2,-12.523322921503956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.30024778940613295, 'e': 0.11506673204554985}",20,10,18.488357170523734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2996478939227692, 'e': 0.11425462619547155}",25,12,0.4079669393949992,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.29904919703138066, 'e': 0.11344751715596635}",25,1,25.553038234896835,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.298451696337179, 'e': 0.11264538454077722}",30,17,13.406079564512044,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2978553894501606, 'e': 0.1118482078977382}",20,13,12.037887892196412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2972602739850972, 'e': 0.1110559667114076}",20,13,12.26106489001118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.296666347561526, 'e': 0.11026864040567408}",25,1,-4.6136137778552335,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.29607360780374065, 'e': 0.10948620834633271}",20,6,22.999914411011748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2954820523407813, 'e': 0.10870864984363371}",20,8,20.423346895836456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2948916788064252, 'e': 0.1079359441548019}",20,2,16.716365152967796,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.2943024848391776, 'e': 0.1071680704865281}",25,17,8.311623036111927,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2937144680822617, 'e': 0.10640500799743213}",30,7,29.408007676775735,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2931276261836098, 'e': 0.10564673580049655}",20,11,16.33313194623515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.29254195679585343, 'e': 0.10489323296547304}",30,3,-44.26146375708498,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 2}",1
269,False,"{'a': 0.29195745757631436, 'e': 0.10414447852125963}",20,2,-5.160969058950806,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
270,False,"{'a': 0.2913741261869948, 'e': 0.10340045145824961}",25,8,35.5210184560145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.29079196029456855, 'e': 0.10266113073065164}",25,11,13.473981660952603,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.2902109575703712, 'e': 0.10192649525878317}",30,17,25.18576519448594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.289631115690391, 'e': 0.1011965239313325}",20,16,10.034005271025947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2890524323352598, 'e': 0.1004711956075961}",20,0,28.099953884560293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.2884749051902433, 'e': 0.0997504891196852}",20,12,15.484616393015846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.28789853194523224, 'e': 0.09903438327470526}",20,5,-10.924826006539913,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
277,False,"{'a': 0.28732331029473285, 'e': 0.09832285685690734}",20,9,19.733976023403986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.28674923793785767, 'e': 0.0976158886298113}",20,12,16.6739941020931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2861763125783166, 'e': 0.09691345733830126}",20,3,-32.314637153896825,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
280,False,"{'a': 0.28560453192440743, 'e': 0.0962155417106928}",20,6,22.130728469300454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2850338936890067, 'e': 0.09552212046077357}",35,17,30.738109885556486,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2844643955895609, 'e': 0.0948331722898147}",20,7,-29.46709485931077,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.2838960353480766, 'e': 0.09414867588855591}",35,13,13.120057185417274,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.2833288106911123, 'e': 0.09346860993916295}",30,23,-9.024237851124816,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.28276271934976854, 'e': 0.09279295311715696}",20,15,8.002663138799702,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.28219775905967914, 'e': 0.09212168409331789}",20,9,9.69898986759448,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.2816339275610023, 'e': 0.09145478153555975}",25,20,8.711426835646952,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2810712225984112, 'e': 0.09079222411077958}",20,14,10.025034302335628,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2805096419210853, 'e': 0.09013399048667958}",20,10,10.478318229320333,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.279949183282701, 'e': 0.0894800593335614}",20,12,2.9250470596896925,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.2793898444414232, 'e': 0.0888304093260962}",25,19,8.404165728983074,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2788316231598956, 'e': 0.08818501914506549}",20,6,13.430933749781737,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.27827451720523244, 'e': 0.08754386747907827}",20,0,31.67804672159652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.2777185243490091, 'e': 0.08690693302625996}",20,13,12.104336930479068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.27716364236725355, 'e': 0.08627419449591667}",30,16,-5.509182311560419,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
296,False,"{'a': 0.27660986904043694, 'e': 0.08564563061017338}",30,18,22.710696398938023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2760572021534653, 'e': 0.08502122010558566}",30,20,10.906651103342826,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.27550563949567036, 'e': 0.0844009417347269}",25,16,16.236699501921905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2749551788608008, 'e': 0.08378477426774988}",20,12,-7.675690336702992,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.27440581804701325, 'e': 0.08317269649392234}",20,15,9.271707202886098,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.27385755485686375, 'e': 0.08256468722313892}",25,11,23.705990997073084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2733103870972988, 'e': 0.08196072528740717}",20,5,23.32962166108147,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2727643125796467, 'e': 0.08136078954230885}",20,8,21.814748130756065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.27221932911960856, 'e': 0.0807648588684381}",25,7,19.616663381599846,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.2716754345372499, 'e': 0.0801729121728123}",20,11,4.022764657186821,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.2711326266569916, 'e': 0.0795849283902631}",30,19,12.967776295924862,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.27059090330760144, 'e': 0.07900088648479897}",25,11,15.41799036063444,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2700502623221853, 'e': 0.07842076545094712}",20,7,24.73946283831438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2695107015381785, 'e': 0.07784454431507004}",25,15,18.340928652814792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.26897221879733724, 'e': 0.07727220213665986}",25,11,29.148370575389016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.26843481194572977, 'e': 0.07670371800960818}",25,14,18.544585660564834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.267898478833728, 'e': 0.07613907106345408}",25,7,18.256254969499764,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.26736321731599877, 'e': 0.07557824046460782}",25,14,20.755716379749135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2668290252514953, 'e': 0.07502120541755364}",25,17,-25.92315991688054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
